scrubbed_species_binomial,verbatim_family,verbatim_scientific_name,family_matched,name_matched,name_matched_author,higher_plant_group,scrubbed_taxonomic_status,scrubbed_family,scrubbed_author,latitude,longitude,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id,is_new_world
Stephanopodium blanchetianum,Dichapetalaceae,Stephanopodium blanchetianum Baill.,Dichapetalaceae,Stephanopodium blanchetianum,Baill.,flowering plants,Accepted,Dichapetalaceae,Baill.,-10.8339,-52.8731,,GBIF,F,F,F,Botany,3567,1
Chrysophyllum lucentifolium,Sapotaceae,Chrysophyllum lucentifolium subsp. pachycarpum Pires & T.D.Penn.,Sapotaceae,Chrysophyllum lucentifolium subsp. pachycarpum,Pires & T.D. Penn.,flowering plants,Accepted,Sapotaceae,Pires & T.D. Penn.,-10.8339,-52.8731,,GBIF,F,F,F,Botany,3567,1
Rhacocarpus purpurascens,Hedwigiaceae,"Rhacocarpus purpurascens Paris, 1900",Rhacocarpaceae,Rhacocarpus purpurascens,(Brid.) Paris,bryophytes,Accepted,Rhacocarpaceae,(Brid.) Paris,-13.283333,-41.9,2008-05-09,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Croton rudolphianus,Euphorbiaceae,Croton rudolphianus,Euphorbiaceae,Croton rudolphianus,Müll. Arg.,flowering plants,Accepted,Euphorbiaceae,Müll. Arg.,-13.459167,-41.873333,1997-02-04,SpeciesLink,UFBA,UFBA,UFBA,ALCB,1028,1
Simarouba amara,Simaroubaceae,Simarouba amara,Simaroubaceae,Simarouba amara,Aubl.,flowering plants,Accepted,Simaroubaceae,Aubl.,0.033333,-51.05,1993-01-01,SpeciesLink,INPA,INPA,INPA,INPA-Herbario,619,1
Declieuxia fruticosa,Rubiaceae,Declieuxia fruticosa (Willd. ex Roem. & Schult.) Kuntze,Rubiaceae,Declieuxia fruticosa,(Willd. ex Roem. & Schult.) Kuntze,flowering plants,Accepted,Rubiaceae,(Willd. ex Roem. & Schult.) Kuntze,-18.08382,-43.30145,2002-02-24,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
,Dicranaceae,Campylopus Brid.,Dicranaceae,Campylopus,Brid.,bryophytes,Accepted,Dicranaceae,Brid.,-23.850833,-46.137778,1983-07-25,GBIF,IBt,IBt,IBt,SP-BRYOPHYTA,1670,1
Calliandra coccinea,Fabaceae,Calliandra coccinea Renvoize,Fabaceae,Calliandra coccinea,Renvoize,flowering plants,Accepted,Fabaceae,Renvoize,-13.316667,-41.833333,1993-11-28,GBIF,USP,USP,USP,SPF,3527,1
Evolvulus genistoides,Convolvulaceae,Evolvulus genistoides Ooststr.,Convolvulaceae,Evolvulus genistoides,Ooststr.,flowering plants,Accepted,Convolvulaceae,Ooststr.,-15.77972,-47.92944,1938-10-29,NY,NY,NY,NY,Herbarium,104,1
Helmontia leptantha,Cucurbitaceae,Helmontia leptantha (Schltdl.) Cogn.,Cucurbitaceae,Helmontia leptantha,(Schltdl.) Cogn.,flowering plants,Accepted,Cucurbitaceae,(Schltdl.) Cogn.,-1.76583,-55.86583,1980-09-10,NY,NY,NY,NY,Herbarium,104,1
,Boraginaceae,Heliotropium,Boraginaceae,Heliotropium,L.,flowering plants,Accepted,Boraginaceae,L.,-17.730028,-44.173611,1999-03-13,SpeciesLink,ESALQ,ESALQ,ESALQ,ESA,479,1
Myrcia inaequiloba,Myrtaceae,Myrcia inaequiloba (DC.) Lemée,Myrtaceae,Myrcia inaequiloba,(DC.) Lemée,flowering plants,Accepted,Myrtaceae,(DC.) Lemée,-10.8339,-52.8731,,GBIF,F,F,F,Botany,3567,1
Mimosa rheiptera,Fabaceae,Mimosa rheiptera Barneby,Fabaceae,Mimosa rheiptera,Barneby,flowering plants,Accepted,Fabaceae,Barneby,-14.116667,-47.516667,1994-05-23,GBIF,UnB,UnB,UnB,UB,3120,1
Eugenia stictopetala,Myrtaceae,Eugenia stictopetala Mart. ex DC.,Myrtaceae,Eugenia stictopetala,DC.,flowering plants,Accepted,Myrtaceae,DC.,,,2009-12-11,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Alternanthera rufa,Amaranthaceae,Alternanthera rufa (Mart.) D. Dietr.,Amaranthaceae,Alternanthera rufa,(Mart.) D.Dietr.,flowering plants,Accepted,Amaranthaceae,(Mart.) D.Dietr.,-24.20833,-50.94917,1969-11-18,NY,NY,NY,NY,Herbarium,104,1
,Rubiaceae,Rubiaceae,Rubiaceae,Rubiaceae,Juss.,flowering plants,Accepted,Rubiaceae,Juss.,-8.711389,-35.841667,2012-05-30,GBIF,UFPB,UFPB,UFPB,JPB,3165,1
,Lejeuneaceae,Lejeuneaceae,,Lejeuneaceae,,bryophytes,Accepted,Lejeuneaceae,,-23.663889,-46.538333,1985-02-26,GBIF,IBt,IBt,IBt,SP-BRYOPHYTA,1670,1
Paspalum geminiflorum,Poaceae,Paspalum geminiflorum Steud.,Poaceae,Paspalum geminiflorum,Steud.,flowering plants,Accepted,Poaceae,Steud.,-15.544222,-47.834722,2011-04-23,GBIF,UnB,UnB,UnB,UB,3120,1
,Melastomataceae,Clidemia D.Don,Melastomataceae,Clidemia,D. Don,flowering plants,Accepted,Melastomataceae,D. Don,-14.024444,-39.151667,2001-07-25,GBIF,UESC,UESC,UESC,UESC,3702,1
,CONVOLVULACEAE,Jacquemontia,Convolvulaceae,Jacquemontia,,flowering plants,Accepted,Convolvulaceae,,-19.906111,-40.601944,1984-05-02,SpeciesLink,MBML,MBML,MBML,MBML-Herbario,125,1
,Selaginellaceae,Selaginella,Selaginellaceae,Selaginella,P. Beauv.,ferns and allies,Accepted,Selaginellaceae,P. Beauv.,-17.717,-48.483,1996-03-19,NY,NY,NY,NY,Herbarium,104,1
,Euphorbiaceae,Bernardia Mill.,Euphorbiaceae,Bernardia,,flowering plants,Accepted,Euphorbiaceae,,-14.774167,-39.540556,2017-01-26,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Pouteria fimbriata,Sapotaceae,Sapotaceae Pouteria fimbriata,Sapotaceae,Pouteria fimbriata,Baehni,flowering plants,Accepted,Sapotaceae,Baehni,,,2011-08-17,TEAM,Manaus,Eduardo Eler,,,42,1
Vitex polygama,Lamiaceae,Vitex polygama Cham.,Lamiaceae,Vitex polygama,Cham.,flowering plants,Accepted,Lamiaceae,Cham.,-22.95,-42.883333,2011-02-03,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Mimosa maracayuensis,Fabaceae,Mimosa maracayuensis Chodat & Hassl.,Fabaceae,Mimosa maracayuensis,Chodat & Hassl.,flowering plants,Accepted,Fabaceae,Chodat & Hassl.,-26.53,-52.33,1964-11-15,GBIF,US,US,US,Botany,3271,1
Ouratea caudata,Ochnaceae,Ouratea caudata Engl.,Ochnaceae,Ouratea caudata,Engl.,flowering plants,Accepted,Ochnaceae,Engl.,-0.617,-47.683,1980-04-01,NY,NY,NY,NY,Herbarium,104,1
Achyrocline satureioides,Asteraceae,Achyrocline satureioides (Lam.) DC.,Asteraceae,Achyrocline satureioides,(Lam.) DC.,flowering plants,Accepted,Asteraceae,(Lam.) DC.,-20.247778,-47.460278,2003-07-07,GBIF,UFU,UFU,UFU,HUFU,2245,1
,Lepidoziaceae,Micropterygium Lindenb.,Lepidoziaceae,Micropterygium,,bryophytes,Accepted,Lepidoziaceae,,-15.740278,-52.395278,2003-08-24,GBIF,UNESPSJRP,UNESPSJRP,UNESPSJRP,SJRP,2903,1
Sandwithia guyanensis,Euphorbiaceae,Euphorbiaceae Sandwithia guyanensis,Euphorbiaceae,Sandwithia guyanensis,Lanj.,flowering plants,Accepted,Euphorbiaceae,Lanj.,-2.6185037,-60.2098673,2006-01-12,TEAM,Manaus,Eduardo Eler,,,42,1
Stenandrium pohlii,Acanthaceae,Stenandrium pohlii Nees,Acanthaceae,Stenandrium pohlii,Nees,flowering plants,Accepted,Acanthaceae,Nees,-15.806389,-47.988333,2013-10-09,GBIF,Jardim Botânico de Brasília (JBB),Jardim Botânico de Brasília (JBB),Jardim Botânico de Brasília (JBB),HEPH,2371,1
Myrcia venulosa,Myrtaceae,Myrcia venulosa DC.,Myrtaceae,Myrcia venulosa,DC.,flowering plants,Accepted,Myrtaceae,DC.,-13.266667,-41.883333,,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
Miconia affinis,Melastomataceae,Miconia affinis DC.,Melastomataceae,Miconia affinis,DC.,flowering plants,Accepted,Melastomataceae,DC.,-1.665556,-47.766667,,GBIF,UFMA,UFMA,UFMA,MAR,3744,1
Campylopus heterostachys,Dicranaceae,"Campylopus heterostachys Jaeger, 1872",Dicranaceae,Campylopus heterostachys,(Hampe) A. Jaeger,bryophytes,Accepted,Dicranaceae,(Hampe) A. Jaeger,-14.133333,-47.516667,2013-05-26,GBIF,UnB,UnB,UnB,UB,3120,1
,Onagraceae,Ludwigia L.,Onagraceae,Ludwigia,L.,flowering plants,Accepted,Onagraceae,L.,-18.983333,-56.65,1988-10-28,GBIF,Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),CPAP,2018,1
Curatella americana,Dilleniaceae,Curatella americana,Dilleniaceae,Curatella americana,L.,flowering plants,Accepted,Dilleniaceae,L.,-6.172222,-38.375,1980-10-13,SpeciesLink,UFERSA,UFERSA,UFERSA,MOSS,640,1
Cambessedesia corymbosa,Melastomataceae,Cambessedesia corymbosa DC.,Melastomataceae,Cambessedesia corymbosa,Mart. & Schrank ex DC.,flowering plants,Accepted,Melastomataceae,Mart. & Schrank ex DC.,-19.423056,-43.635278,2006-04-23,GBIF,USP,USP,USP,SPF,3527,1
Tococa bullifera,Melastomataceae,Tococa bullifera Mart. & Schrank ex DC.,Melastomataceae,Tococa bullifera,Mart. & Schrank ex DC.,flowering plants,Accepted,Melastomataceae,Mart. & Schrank ex DC.,-7.446389,-73.6575,2008-08-21,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Psidium oligospermum,Myrtaceae,Psidium oligospermum Mart. ex DC.,Myrtaceae,Psidium oligospermum,Mart. ex DC.,flowering plants,Accepted,Myrtaceae,Mart. ex DC.,-9.577389,-36.305839,2014-05-30,GBIF,IMA,IMA,IMA,MAC,2458,1
Octomeria micrantha,Orchidaceae,Octomeria micrantha Barb.Rodr.,Orchidaceae,Octomeria micrantha,Barb. Rodr.,flowering plants,Accepted,Orchidaceae,Barb. Rodr.,,,2012-12-10,GBIF,"Instituto de Botânica, IBT","Instituto de Botânica, IBT","Instituto de Botânica, IBT",SP,3012,1
Mimosa tenuiflora,Fabaceae,Mimosa tenuiflora Poir.,Fabaceae,Mimosa tenuiflora,(Willd.) Poir.,flowering plants,Accepted,Fabaceae,(Willd.) Poir.,-5.126944,-40.875556,2002-05-09,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
,Cyatheaceae,Cyathea Sm.,Cyatheaceae,Cyathea,Sm.,ferns and allies,Accepted,Cyatheaceae,Sm.,,,2014-08-05,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
,Rubiaceae,Rubiaceae,Rubiaceae,Rubiaceae,Juss.,flowering plants,Accepted,Rubiaceae,Juss.,-15.173611,-39.341667,2006-02-15,GBIF,UFPB,UFPB,UFPB,JPB,3165,1
,Rutaceae,Rutaceae,Rutaceae,Rutaceae,Juss.,flowering plants,Accepted,Rutaceae,Juss.,-14.401417,-40.127583,2013-12-12,GBIF,UFPB,UFPB,UFPB,JPB,3165,1
,Rubiaceae,Tocoyena Aubl.,Rubiaceae,Tocoyena,Aubl.,flowering plants,Accepted,Rubiaceae,Aubl.,-7.073886,-45.138456,2005-11-20,GBIF,UNIVASF,UNIVASF,UNIVASF,HVASF,1825,1
Coccoloba alnifolia,Polygonaceae,Coccoloba alnifolia Casar.,Polygonaceae,Coccoloba alnifolia,Casar.,flowering plants,Accepted,Polygonaceae,Casar.,-14.10333,-39.01444,1979-02-06,NY,NY,NY,NY,Herbarium,104,1
,Orchidaceae,Habenaria Willd.,Orchidaceae,Habenaria,Willd.,flowering plants,Accepted,Orchidaceae,Willd.,,,1983-04-22,GBIF,"Universidade Estadual Paulista, UNESP","Universidade Estadual Paulista, UNESP","Universidade Estadual Paulista, UNESP",BOTU,2238,1
,Marantaceae,Ischnosiphon Körn.,Marantaceae,Ischnosiphon,Körn.,flowering plants,Accepted,Marantaceae,Körn.,-0.983333,-49.916667,1987-11-01,GBIF,"Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC",EAC,2420,1
,Melastomataceae,Melastomataceae,Melastomataceae,Melastomataceae,Juss.,flowering plants,Accepted,Melastomataceae,Juss.,-10.048778,-54.965778,2004-11-22,GBIF,IAC,IAC,IAC,IAC,3493,1
Mimosa xanthocentra,Fabaceae,Mimosa subsericea Benth.,Fabaceae,Mimosa subsericea,Benth.,flowering plants,Accepted,Fabaceae,Mart.,-22.75,-48.416667,1970-10-19,GBIF,UnB,UnB,UnB,UB,3120,1
,Asteraceae,Dasyphyllum Kunth,Asteraceae,Dasyphyllum,Kunth,flowering plants,Accepted,Asteraceae,Kunth,-22.353056,-42.584444,2009-04-20,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
Pyrrhobryum spiniforme,Rhizogoniaceae,"Pyrrhobryum spiniforme Mitten, 1868",Rhizogoniaceae,Pyrrhobryum spiniforme,(Hedw.) Mitt.,bryophytes,Accepted,Rhizogoniaceae,(Hedw.) Mitt.,-28.8,-49.86,2009-10-17,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Pseudima frutescens,Sapindaceae,Pseudima frutescens Radlk.,Sapindaceae,Pseudima frutescens,(Aubl.) Radlk.,flowering plants,Accepted,Sapindaceae,(Aubl.) Radlk.,-9.02436,-71.909,2009-02-09,GBIF,US,US,US,Botany,3271,1
Pseudopiptadenia contorta,Fabaceae,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Fabaceae,Pseudopiptadenia contorta,(DC.) G.P. Lewis & M.P. Lima,flowering plants,Accepted,Fabaceae,(DC.) G.P. Lewis & M.P. Lima,-20.44385,-43.316236,2014-08-23,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
Lemna valdiviana,Araceae,Lemna valdiviana Phil.,Araceae,Lemna valdiviana,Phil.,flowering plants,Accepted,Araceae,Phil.,-12.838611,-39.969444,2005-03-12,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Marcetia taxifolia,Melastomataceae,Marcetia taxifolia (A. St.-Hil.) DC.,Melastomataceae,Marcetia taxifolia,(A. St.-Hil.) DC.,flowering plants,Accepted,Melastomataceae,(A. St.-Hil.) DC.,-13.53333,-41.96666,1988-11-10,MO,MO,MO,MO,,280,1
Caesarea albiflora,Vivianiaceae,Viviania albiflora (Cambess.) Reiche,Vivianiaceae,Viviania albiflora,(Cambess.) Reiche,flowering plants,Accepted,Vivianiaceae,Cambess.,-26.284167,-49.460556,2016-09-03,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
,Cactaceae,Cereus Mill.,Cactaceae,Cereus,Mill.,flowering plants,Accepted,Cactaceae,Mill.,,,1995-08-03,GBIF,UFRPE,UFRPE,UFRPE,PEUFR,2469,1
Jacaratia corumbensis,Caricaceae,Jacaratia corumbensis Kuntze,Caricaceae,Jacaratia corumbensis,Kuntze,flowering plants,Accepted,Caricaceae,Kuntze,-11.248056,-41.875556,2009-10-26,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Spiranthera odoratissima,Rutaceae,Spiranthera odoratissima A.St.-Hil.,Rutaceae,Spiranthera odoratissima,A. St.-Hil.,flowering plants,Accepted,Rutaceae,A. St.-Hil.,-13.816667,-42.433333,1993-08-08,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Lippia aristata,Verbenaceae,Lippia aristata Schauer,Verbenaceae,Lippia aristata,Schauer,flowering plants,Accepted,Verbenaceae,Schauer,-14.525555,-46.872222,,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1
Fissidens scariosus,Fissidentaceae,Fissidens scariosus Mitt.,Fissidentaceae,Fissidens scariosus,Mitt.,bryophytes,Accepted,Fissidentaceae,Mitt.,-24.51666,-48.83333,1879-09-01,MO,,,,,280,1
Rinorea macrocarpa,Violaceae,Rinorea macrocarpa (Eichler) Kuntze,Violaceae,Rinorea macrocarpa,(Mart. ex Eichler) Kuntze,flowering plants,Accepted,Violaceae,(Mart. ex Eichler) Kuntze,-10,-55,,GBIF,SNSB-M,SNSB-M,SNSB-M,BSMvplantscoll,1972,1
Cissus verticillata,Vitaceae,Cissus verticillata (L.) Nicolson & C.E.Jarvis,Vitaceae,Cissus verticillata,(L.) Nicolson & C.E. Jarvis,flowering plants,Accepted,Vitaceae,(L.) Nicolson & C.E. Jarvis,-10.8339,-52.8731,,GBIF,F,F,F,Botany,3567,1
,Fabaceae,Platymiscium Vogel,Fabaceae,Platymiscium,Vogel,flowering plants,Accepted,Fabaceae,Vogel,-2.37,-59.92,1993-11-25,GBIF,K,K,K,Herbarium,3716,1
Gonzalagunia dicocca,Rubiaceae,Gonzalagunia dicocca Cham. & Schltdl.,Rubiaceae,Gonzalagunia dicocca,Cham. & Schltdl.,flowering plants,Accepted,Rubiaceae,Cham. & Schltdl.,-14.8,-39.166667,,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
Eleocharis sellowiana,Cyperaceae,Eleocharis sellowiana Kunth,Cyperaceae,Eleocharis sellowiana,Kunth,flowering plants,Accepted,Cyperaceae,Kunth,-25.468611,-49.869167,2007-01-20,GBIF,UFRGS,UFRGS,UFRGS,ICN,2637,1
Cyperus laxus,Cyperaceae,Cyperus laxus Lam.,Cyperaceae,Cyperus laxus,Lam.,flowering plants,Accepted,Cyperaceae,Lam.,,,2008-03-19,GBIF,UFPE,UFPE,UFPE,UFP,2854,1
,Malpighiaceae,Heteropterys Kunth,Malpighiaceae,Heteropterys,Kunth,flowering plants,Accepted,Malpighiaceae,Kunth,-10.521667,-56.288889,1997-04-19,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Ilex theezans,Aquifoliaceae,Ilex theezans Mart. ex Reissek,Aquifoliaceae,Ilex theezans,Mart.,flowering plants,Accepted,Aquifoliaceae,Mart.,-23.4339,-45.0711,1993-11-25,GBIF,IAC,IAC,IAC,IAC,3493,1
Byrsonima clausseniana,Malpighiaceae,Byrsonima clausseniana A.Juss.,Malpighiaceae,Byrsonima clausseniana,A. Juss.,flowering plants,Accepted,Malpighiaceae,A. Juss.,-20.238611,-47.397222,2014-03-07,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
Psychotria hoffmannseggiana,Rubiaceae,Psychotria hoffmannseggiana (Willd. ex Schult.) Müll.Arg.,Rubiaceae,Psychotria hoffmannseggiana,(Willd. ex Schult.) Müll.Arg.,flowering plants,Accepted,Rubiaceae,(Willd. ex Schult.) Müll.Arg.,,,2009-09-02,GBIF,"Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS",ASE,3114,1
Cardiospermum grandiflorum,sapindaceae,Cardiospermum grandiflora,Sapindaceae,Cardiospermum grandiflorum,Sw.,flowering plants,Accepted,Sapindaceae,Sw.,-20.4736,-50.2933,2007-04-17,SpeciesLink,FAPESP,FAPESP,FAPESP,SinBiota,196,1
Adenocalymma cymbalum,Bignoniaceae,Adenocalymma cymbalum Bureau & K.Schum.,Bignoniaceae,Adenocalymma cymbalum,(Cham.) Bureau & K. Schum.,flowering plants,Accepted,Bignoniaceae,(Cham.) Bureau & K. Schum.,-12.533333,-39.083333,1980-07-01,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
,Verbenaceae,Stachytarpheta Vahl,Verbenaceae,Stachytarpheta,Vahl,flowering plants,Accepted,Verbenaceae,Vahl,-19.833333,-40.066667,,GBIF,K,K,K,Royal Botanic Gardens,3716,1
Duguetia furfuracea,Annonaceae,Duguetia furfuracea (A.St.-Hil.) Benth. & Hook.f.,Annonaceae,Duguetia furfuracea,(A. St.-Hil.) Benth. & Hook. f.,flowering plants,No opinion,Annonaceae,(A. St.-Hil.) Benth. & Hook. f.,-14.116667,-42.483333,,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
,ERYTHROXYLACEAE,Erythroxylum,Erythroxylaceae,Erythroxylum,P. Browne,flowering plants,Accepted,Erythroxylaceae,P. Browne,-15.9083333,-47.9616667,2002-09-30,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
Annona leptopetala,Annonaceae,Rollinia leptopetala R.E.Fr.,Annonaceae,Rollinia leptopetala,R.E. Fr.,flowering plants,Accepted,Annonaceae,(R.E. Fr.) H. Rainer,-8.138472,-38.400556,1998-02-05,GBIF,UFRPE,UFRPE,UFRPE,PEUFR,2469,1
Mesosetum cayennense,Gramineae,Mesosetum cayennense,Poaceae,Mesosetum cayennense,Steud.,flowering plants,Accepted,Poaceae,Steud.,0.4,-51.033333,1988-05-05,SpeciesLink,UNICAMP,UNICAMP,UNICAMP,UEC,1030,1
Chomelia parviflora,Rubiaceae,Chomelia parviflora,Rubiaceae,Chomelia parviflora,(Müll. Arg.) Müll. Arg.,flowering plants,Accepted,Rubiaceae,(Müll. Arg.) Müll. Arg.,-7.183333,-47.433333,1993-07-07,SpeciesLink,UnB,UnB,UnB,UB,1227,1
Virola elongata,Myristicaceae,Virola elongata Warb.,Myristicaceae,Virola elongata,(Benth.) Warb.,flowering plants,Accepted,Myristicaceae,(Benth.) Warb.,-3.216667,-64.833333,1982-11-28,GBIF,USP,USP,USP,SPF,3527,1
Xyris pterygoblephara,Xyridaceae,Xyris pterygoblephara Steud.,Xyridaceae,Xyris pterygoblephara,Steud.,flowering plants,Accepted,Xyridaceae,Steud.,-17.903611,-43.792222,2010-03-28,GBIF,UnB,UnB,UnB,UB,3120,1
Pleurostachys gaudichaudii,Cyperaceae,Pleurostachys gaudichaudii Brongn.,Cyperaceae,Pleurostachys gaudichaudii,Brongn.,flowering plants,Accepted,Cyperaceae,Brongn.,-27.268611,-49.051944,2009-06-30,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
,MORACEAE,Brosimum,Moraceae,Brosimum,Sw.,flowering plants,Accepted,Moraceae,Sw.,-10.0666667,-67.6166667,2010-04-17,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
Inga vera,Fabaceae,Inga vera subsp. affinis (Dc.) T.D.Penn.,Fabaceae,Inga vera subsp. affinis,(DC.) T.D. Penn.,flowering plants,Accepted,Fabaceae,Willd.,-10.8339,-52.8731,,GBIF,F,F,F,Botany,3567,1
Coccocypselum capitatum,Rubiaceae,Lipostoma capitatum (Graham) D.Don,Rubiaceae,Lipostoma capitatum,(Graham) D. Don,flowering plants,Accepted,Rubiaceae,(Graham) C.B. Costa & Mamede,-10.8339,-52.8731,,GBIF,F,F,F,Botany,3567,1
Cyperus entrerianus,Cyperaceae,Cyperus luzulae (L.) Retz.,Cyperaceae,Cyperus luzulae,auct. non (L.) Rottb. ex Retz.,flowering plants,Accepted,Cyperaceae,Boeckeler,,,1998-08-02,GBIF,F,F,F,Botany,3567,1
Davilla nitida,Dilleniaceae,Davilla nitida (Vahl) Kubitzki,Dilleniaceae,Davilla nitida,(Vahl) Kubitzki,flowering plants,Accepted,Dilleniaceae,(Vahl) Kubitzki,-2.625556,-60.043611,2011-03-24,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
Luehea paniculata,Tiliaceae,Luehea paniculata Mart.,Malvaceae,Luehea paniculata,Mart.,flowering plants,Accepted,Malvaceae,Mart.,-18.01278,-49.35444,1976-09-06,NY,NY,NY,NY,Herbarium,104,1
Coccocypselum lanceolatum,Rubiaceae,Coccocypselum lanceolatum Pers.,Rubiaceae,Coccocypselum lanceolatum,(Ruiz & Pav.) Pers.,flowering plants,Accepted,Rubiaceae,(Ruiz & Pav.) Pers.,-10.8339,-52.8731,,GBIF,F,F,F,Botany,3567,1
Diptychandra aurantiaca,Fabaceae,Diptychandra aurantiaca Tul.,Fabaceae,Diptychandra aurantiaca,Tul.,flowering plants,Accepted,Fabaceae,Tul.,-18.877222,-54.612222,2012-11-03,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
,Melastomataceae,Miconia Ruiz & Pav.,Melastomataceae,Miconia,Ruiz & Pav.,flowering plants,Accepted,Melastomataceae,Ruiz & Pav.,-15.15,-39.083333,2006-09-10,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
Asplenium abscissum,Aspleniaceae,Asplenium abscissum,Aspleniaceae,Asplenium abscissum,Willd.,ferns and allies,Accepted,Aspleniaceae,Willd.,-27.270278,-49.770833,2010-05-05,SpeciesLink,FURB,FURB,FURB,FURB,1278,1
Passiflora pohlii,Passifloraceae,Passiflora pohlii Mast.,Passifloraceae,Passiflora pohlii,Mast.,flowering plants,Accepted,Passifloraceae,Mast.,-16.366667,-54.866667,1993-04-25,GBIF,Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),CPAP,2018,1
,Bignoniaceae,Bignoniaceae,Bignoniaceae,Bignoniaceae,Juss.,flowering plants,Accepted,Bignoniaceae,Juss.,-8.924167,-62.124444,2015-06-02,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Stylosanthes linearifolia,Fabaceae,Stylosanthes linearifolia M.B.Ferreira & Sousa Costa,Fabaceae,Stylosanthes linearifolia,M.B.Ferreira & Sousa Costa,flowering plants,Accepted,Fabaceae,M.B.Ferreira & Sousa Costa,-22.4319,-46.9578,1939-06-02,GBIF,IAC,IAC,IAC,IAC,3493,1
Guadua ciliata,Poaceae,Guadua ciliata Londoño & Davidse,Poaceae,Guadua ciliata,Londoño & Davidse,flowering plants,Accepted,Poaceae,Londoño & Davidse,0.417,-65.533,1979-07-02,NY,NY,NY,NY,Herbarium,104,1
,Sapotaceae,Pouteria,Sapotaceae,Pouteria,Aubl.,flowering plants,Accepted,Sapotaceae,Aubl.,,,1967-10-03,NY,NY,NY,NY,Herbarium,104,1
