scrubbed_species_binomial,verbatim_family,verbatim_scientific_name,family_matched,name_matched,name_matched_author,higher_plant_group,scrubbed_taxonomic_status,scrubbed_family,scrubbed_author,latitude,longitude,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id,is_new_world
NA,Fabaceae,Dioclea Kunth,Fabaceae,Dioclea,Kunth,flowering plants,Accepted,Fabaceae,Kunth,-25.6174,-48.4105,1997-04-10,GBIF,"Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR",EFC,1864,1
NA,Santalaceae,Phoradendron Nutt.,Santalaceae,Phoradendron,Nutt.,flowering plants,Accepted,Santalaceae,Nutt.,-18.924444,-43.477778,2016-06-29,GBIF,Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM),Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM),Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM),HDJF,2939,1
NA,Malpighiaceae,Byrsonima Rich. ex Kunth,Malpighiaceae,Byrsonima,Rich. ex Kunth,flowering plants,Accepted,Malpighiaceae,Rich. ex Kunth,-20.368889,-43.303,2002-02-20,GBIF,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Escola Superior de Agricultura Luiz de Queiroz, ESALQ",ESA,2472,1
Phoradendron crassifolium,Viscaceae,Phoradendron crassifolium (Pohl ex DC.) Eichler,Santalaceae,Phoradendron crassifolium,(Pohl ex DC.) Eichler,flowering plants,Accepted,Santalaceae,(Pohl ex DC.) Eichler,-23.62028,-45.40972,1961-05-20,NY,NY,NY,NY,Herbarium,104,1
Ficus obtusiuscula,Moraceae,Ficus obtusiuscula Miq.,Moraceae,Ficus obtusiuscula,(Miq.) Miq.,flowering plants,Accepted,Moraceae,(Miq.) Miq.,-22.789133,-53.317272,1992-04-11,GBIF,UEM,UEM,UEM,HUEM,2180,1
Dioscorea leptostachya,Dioscoreaceae,Dioscorea leptostachya Gardner,Dioscoreaceae,Dioscorea leptostachya,Gardner,flowering plants,Accepted,Dioscoreaceae,Gardner,NA,NA,2014-08-12,GBIF,"Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS",ASE,3114,1
Leandra melastomoides,Melastomataceae,Leandra melastomoides Raddi,Melastomataceae,Leandra melastomoides,Raddi,flowering plants,Accepted,Melastomataceae,Raddi,-20.522222,-43.890556,2008-09-01,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
Clidemia capitata,Melastomataceae,Clidemia capitata Benth.,Melastomataceae,Clidemia capitata,Benth.,flowering plants,Accepted,Melastomataceae,Benth.,3.653,-61.419,2008-01-30,GBIF,UFPR,UFPR,UFPR,UPCB,2201,1
Squamidium brasiliense,Meteoriaceae,"Squamidium brasiliense Brotherus, 1906",Meteoriaceae,Squamidium brasiliense,(Hornsch.) Broth.,bryophytes,Accepted,Meteoriaceae,(Hornsch.) Broth.,-30.776731,-55.583875,2017-06-03,GBIF,UCS,UCS,UCS,HUCS,3380,1
Dioclea apurensis,Fabaceae,Dioclea apurensis Kunth,Fabaceae,Dioclea apurensis,Kunth,flowering plants,Accepted,Fabaceae,Kunth,-2.500556,-54.949722,2015-05-31,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Serjania erecta,Sapindaceae,Serjania erecta Radlk.,Sapindaceae,Serjania erecta,Radlk.,flowering plants,Accepted,Sapindaceae,Radlk.,-12.15,-44.99,1972-03-02,NY,NY,NY,NY,Herbarium,104,1
NA,Asteraceae,Eremanthus Less.,Asteraceae,Eremanthus,Less.,flowering plants,Accepted,Asteraceae,Less.,-13.5865,-40.440806,2016-07-09,GBIF,UESB,UESB,UESB,HUESB,1632,1
Phlebodium pseudoaureum,Polypodiaceae,Phlebodium pseudoaureum (Cav.) Lellinger,Polypodiaceae,Phlebodium pseudoaureum,(Cav.) Lellinger,ferns and allies,Accepted,Polypodiaceae,(Cav.) Lellinger,-20.197222,-43.432222,2008-03-07,GBIF,FZB-BH,FZB-BH,FZB-BH,BHZB,3177,1
Byrsonima stannardii,Malpighiaceae,Byrsonima stannardii W.R.Anderson,Malpighiaceae,Byrsonima stannardii,W.R. Anderson,flowering plants,Accepted,Malpighiaceae,W.R. Anderson,-10.242778,-40.265833,NA,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
NA,Euphorbiaceae,Croton L.,Euphorbiaceae,Croton,L.,flowering plants,Accepted,Euphorbiaceae,L.,-7.38,-45.07,1970-02-25,GBIF,US,US,US,Botany,3271,1
NA,Euphorbiaceae,Dalechampia Plum. ex L.,Euphorbiaceae,Dalechampia,NA,flowering plants,Accepted,Euphorbiaceae,NA,-14.7025,-39.603889,2011-11-04,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
Nymphaea lasiophylla,Nymphaeaceae,Nymphaea lasiophylla Mart. & Zucc.,Nymphaeaceae,Nymphaea lasiophylla,Mart. & Zucc.,flowering plants,Accepted,Nymphaeaceae,Mart. & Zucc.,-4.448639,-40.724861,2011-05-11,GBIF,"Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC",EAC,2420,1
Sapium glandulosum,Euphorbiaceae,Sapium glandulatum,Euphorbiaceae,Sapium glandulatum,(Vell.) Pax,flowering plants,Accepted,Euphorbiaceae,(L.) Morong,-12.65,-41.783333,1998-05-23,SpeciesLink,UFBA,UFBA,UFBA,ALCB,1028,1
Achyrocline satureioides,Asteraceae,Achyrocline satureioides (Lam.) DC.,Asteraceae,Achyrocline satureioides,(Lam.) DC.,flowering plants,Accepted,Asteraceae,(Lam.) DC.,-20.140556,-43.925,2015-04-14,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
Aspidogyne commelinoides,Orchidaceae,Aspidogyne commelinoides (Barb.Rodr.) Garay,Orchidaceae,Aspidogyne commelinoides,(Barb. Rodr.) Garay,flowering plants,Accepted,Orchidaceae,(Barb. Rodr.) Garay,NA,NA,2014-03-02,GBIF,MBM,MBM,MBM,MBM,3422,1
Byrsonima triopterifolia,Malpighiaceae,Byrsonima triopterifolia,Malpighiaceae,Byrsonima triopterifolia,A. Juss.,flowering plants,Accepted,Malpighiaceae,A. Juss.,-12.459722,-41.440278,1995-02-05,SpeciesLink,IBt,IBt,IBt,SP,971,1
Manihot triphylla,Euphorbiaceae,Manihot triphylla Pohl,Euphorbiaceae,Manihot triphylla,Pohl,flowering plants,Accepted,Euphorbiaceae,Pohl,-13.8,-47.38333,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1
Oplismenus hirtellus,Poaceae,Oplismenus hirtellus var. hirtellus,Poaceae,Oplismenus hirtellus var. hirtellus,NA,flowering plants,Accepted,Poaceae,NA,-22.366667,-47.466667,2004-05-15,GBIF,UFRGS,UFRGS,UFRGS,ICN,2637,1
Carex sellowiana,Cyperaceae,Carex sellowiana Schltdl.,Cyperaceae,Carex sellowiana,Schltdl.,flowering plants,Accepted,Cyperaceae,Schltdl.,-29.356944,-49.948611,2008-12-02,GBIF,UFRGS,UFRGS,UFRGS,ICN,2637,1
NA,Asteraceae,Chromolaena DC.,Asteraceae,Chromolaena,DC.,flowering plants,Accepted,Asteraceae,DC.,-14.065556,-46.588056,2001-03-07,GBIF,UFU,UFU,UFU,HUFU,2245,1
Caryocar microcarpum,Caryocaraceae,Caryocar microcarpum Ducke,Caryocaraceae,Caryocar microcarpum,Ducke,flowering plants,Accepted,Caryocaraceae,Ducke,0.01666,-50.85,1987-01-01,MO,MO,MO,MO,NA,280,1
Adiantum terminatum,Pteridaceae,Adiantum terminatum,Pteridaceae,Adiantum terminatum,Kunze ex Miq.,ferns and allies,Accepted,Pteridaceae,Kunze ex Miq.,-7.5833333333,-35.5,1998-10-30,SpeciesLink,UFPE,UFPE,UFPE,UFP,1010,1
Nematanthus crassifolius,Gesneriaceae,Nematanthus crassifolius (Schott) Wiehler,Gesneriaceae,Nematanthus crassifolius,(Schott) Wiehler,flowering plants,Accepted,Gesneriaceae,(Schott) Wiehler,-19.9075,-40.553056,2003-03-11,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
Solanum schwackei,Solanaceae,Solanum schwackei Glaz.,Solanaceae,Solanum schwackei,Glaz.,flowering plants,Accepted,Solanaceae,Glaz.,-21.008889,-41.2125,2012-06-05,GBIF,MBM,MBM,MBM,MBM,3422,1
Guettarda angelica,Rubiaceae,Guettarda angelica Mart. ex Müll.Arg.,Rubiaceae,Guettarda angelica,Mart. ex Müll. Arg.,flowering plants,Accepted,Rubiaceae,Mart. ex Müll. Arg.,-8.1895,-37.772833,2009-03-24,GBIF,UNIVASF,UNIVASF,UNIVASF,HVASF,1825,1
Gaylussacia pallida,Ericaceae,Gaylussacia pallida Cham.,Ericaceae,Gaylussacia pallida,Cham.,flowering plants,Accepted,Ericaceae,Cham.,-10.8339,-52.8731,NA,GBIF,F,F,F,Botany,3567,1
Protium brasiliense,Burseraceae,Protium brasiliense Engl.,Burseraceae,Protium brasiliense,Engl.,flowering plants,Accepted,Burseraceae,Engl.,-19.246944,-43.510556,2007-11-12,GBIF,USP,USP,USP,SPF,3527,1
Protium opacum,Burseraceae,Protium opacum subsp. rabelianum Daly,Burseraceae,Protium opacum subsp. rabelianum,Daly,flowering plants,Accepted,Burseraceae,Daly,3.75,-51.816667,1984-12-03,GBIF,IEPA,IEPA,IEPA,HAMAB,1758,1
NA,Sematophyllaceae,Sematophyllum Mitt.,Sematophyllaceae,Sematophyllum,Mitt.,bryophytes,Accepted,Sematophyllaceae,Mitt.,-19.246944,-43.51,2009-06-13,GBIF,UnB,UnB,UnB,UB,3120,1
Sauvagesia erecta,Ochnaceae,Sauvagesia erecta,Ochnaceae,Sauvagesia erecta,L.,flowering plants,Accepted,Ochnaceae,L.,-16.7115,-48.0103,2007-10-23,SpeciesLink,UnB,UnB,UnB,UB,1227,1
Callisia monandra,Commelinaceae,Callisia monandra (Sw.) Schult. & Schult.f.,Commelinaceae,Callisia monandra,(Sw.) Schult. & Schult. f.,flowering plants,Accepted,Commelinaceae,(Sw.) Schult. & Schult. f.,-26.3636,-49.2747,2014-09-28,GBIF,US,US,US,Botany,3271,1
Chrysophyllum splendens,Sapotaceae,Chrysophyllum splendens Spreng.,Sapotaceae,Chrysophyllum splendens,Spreng.,flowering plants,Accepted,Sapotaceae,Spreng.,-12.01,-37.733333,1995-08-22,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Polytrichum juniperinum,Polytrichaceae,"Polytrichum juniperinum Hedwig, 1801",Polytrichaceae,Polytrichum juniperinum,Hedw.,bryophytes,Accepted,Polytrichaceae,Hedw.,-26.7275,-49.585278,2010-01-26,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Markea coccinea,Solanaceae,Markea coccinea,Solanaceae,Markea coccinea,Rich.,flowering plants,Accepted,Solanaceae,Rich.,-0.966667,-57.15,1986-08-25,SpeciesLink,FEMACT,FEMACT,FEMACT,MIRR,707,1
Cordia sellowiana,boraginaceae,cordia sellowiana,Boraginaceae,Cordia sellowiana,Cham.,flowering plants,Accepted,Boraginaceae,Cham.,-23.6928,-47.076,2000-03-01,SpeciesLink,FAPESP,FAPESP,FAPESP,SinBiota,196,1
Anthurium pentaphyllum,Araceae,Anthurium pentaphyllum pentaphyllum,Araceae,Anthurium pentaphyllum var. pentaphyllum,NA,flowering plants,Accepted,Araceae,NA,-27.724167,-48.535,2010-03-10,SpeciesLink,FURB,FURB,FURB,FURB,1278,1
Myrcia mutabilis,Myrtaceae,Marlierea pilodes (Kiaerskou) M.L.Kawasaki,Myrtaceae,Marlierea pilodes,(Kiaersk.) M.L.Kawas.,flowering plants,Accepted,Myrtaceae,(O.Berg) N.Silveira,-21.62,-44.92,1999-02-22,GBIF,K,K,K,Herbarium,3716,1
Indigofera suffruticosa,Fabaceae,Indigofera suffruticosa Mill.,Fabaceae,Indigofera suffruticosa,Mill.,flowering plants,Accepted,Fabaceae,Mill.,-10.8339,-52.8731,1914-08-27,GBIF,F,F,F,Botany,3567,1
Ichthyothere rufa,Asteraceae,Ichthyothere rufa Gardner,Asteraceae,Ichthyothere rufa,Gardner,flowering plants,Accepted,Asteraceae,Gardner,-12.81666,-51.76666,1968-01-01,MO,MO,MO,MO,NA,280,1
NA,Loranthaceae,Struthanthus Mart.,Loranthaceae,Struthanthus,Mart.,flowering plants,Accepted,Loranthaceae,Mart.,-9.557222,-40.589722,2003-10-03,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Mansoa difficilis,Bignoniaceae,Mansoa difficilis Bureau & K.Schum.,Bignoniaceae,Mansoa difficilis,(Cham.) Bureau & K. Schum.,flowering plants,Accepted,Bignoniaceae,(Cham.) Bureau & K. Schum.,-18.774639,-40.439139,2008-05-10,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
Dolichandra unguis-cati,Bignoniaceae,Dolichandra unguis-cati,Bignoniaceae,Dolichandra unguis-cati,(L.) L.G. Lohmann,flowering plants,Accepted,Bignoniaceae,(L.) L.G. Lohmann,-27.633333,-51.162778,2009-01-21,SpeciesLink,FURB,FURB,FURB,FURB,1278,1
Eriotheca candolleana,Malvaceae,Eriotheca candolleana (K.Schum.) A.Robyns,Malvaceae,Eriotheca candolleana,(K. Schum.) A. Robyns,flowering plants,Accepted,Malvaceae,(K. Schum.) A. Robyns,-19.783056,-45.564444,2013-08-15,GBIF,UFU,UFU,UFU,HUFU,2245,1
Luetzelburgia neurocarpa,Fabaceae,"Luetzelburgia neurocarpa D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima",Fabaceae,Luetzelburgia neurocarpa,"D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima",flowering plants,No opinion,Fabaceae,"D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima",-11.013611,-41.407778,2007-05-04,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Bulbostylis sphaerocephala,Cyperaceae,Bulbostylis sphaerocephala,Cyperaceae,Bulbostylis sphaerocephala,(Boeckeler) Lindm.,flowering plants,Accepted,Cyperaceae,(Boeckeler) Lindm.,-21.838889000000002,-46.564722,1981-10-30,SpeciesLink,UNICAMP,UNICAMP,UNICAMP,UEC,1030,1
Metrodorea maracasana,Rutaceae,Metrodorea maracasana,Rutaceae,Metrodorea maracasana,Kaastra,flowering plants,Accepted,Rutaceae,Kaastra,-13.943611,-40.111111,2004-02-05,SpeciesLink,USP,USP,USP,SPF,231,1
Hypolepis repens,Dennstaedtiaceae,Hypolepis repens,Dennstaedtiaceae,Hypolepis repens,(L.) C. Presl,ferns and allies,Accepted,Dennstaedtiaceae,(L.) C. Presl,-7.5833333333,-35.5,1998-11-16,SpeciesLink,UFPE,UFPE,UFPE,UFP,1010,1
NA,Myrtaceae,Myrcia rupestris M.F.Santos,Myrtaceae,Myrcia,DC.,flowering plants,Accepted,Myrtaceae,DC.,-17.08,-43.311667,2002-11-08,GBIF,USP,USP,USP,SPF,3527,1
Bulbostylis conifera,Cyperaceae,Bulbostylis conifera C.B.Clarke,Cyperaceae,Bulbostylis conifera,(Kunth) C.B. Clarke,flowering plants,Accepted,Cyperaceae,(Kunth) C.B. Clarke,-11.128083,-46.906583,2014-12-07,GBIF,UnB,UnB,UnB,UB,3120,1
Polygonum hispidum,Polygonaceae,Polygonum hispidum Kunth,Polygonaceae,Polygonum hispidum,Kunth,flowering plants,Accepted,Polygonaceae,Kunth,-7.925361,-39.078139,2011-02-18,GBIF,UNIVASF,UNIVASF,UNIVASF,HVASF,1825,1
Helicteres baruensis,Malvaceae,Helicteres baruensis Jacq.,Malvaceae,Helicteres baruensis,Jacq.,flowering plants,Accepted,Malvaceae,Jacq.,-3.8,-41.066667,1978-03-15,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Bertolonia carmoi,Melastomataceae,Bertolonia carmoi Baumgratz,Melastomataceae,Bertolonia carmoi,Baumgratz,flowering plants,Accepted,Melastomataceae,Baumgratz,-15.133333,-39.533333,1993-02-04,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Sida hirsutissima,Malvaceae,Sida hirsutissima Mill.,Malvaceae,Sida hirsutissima,Mill.,flowering plants,Accepted,Malvaceae,Mill.,-10.8339,-52.8731,NA,GBIF,F,F,F,Botany,3567,1
NA,VERBENACEAE,Lantana,Verbenaceae,Lantana,L.,flowering plants,Accepted,Verbenaceae,L.,-20.462139,-40.343111,2006-03-26,SpeciesLink,MBML,MBML,MBML,MBML-Herbario,125,1
Tillandsia usneoides,Bromeliaceae,Tillandsia usneoides L.,Bromeliaceae,Tillandsia usneoides,(L.) L.,flowering plants,Accepted,Bromeliaceae,(L.) L.,-14.183056,-39.709444,2008-03-21,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Couepia guianensis,Chrysobalanaceae,Couepia guianensis guianensis,Chrysobalanaceae,Couepia guianensis subsp. guianensis,NA,flowering plants,Accepted,Chrysobalanaceae,NA,-0.4,-65,1999-01-01,SpeciesLink,INPA,INPA,INPA,INPA-Herbario,619,1
NA,Orthotrichaceae,Orthotrichaceae,Orthotrichaceae,Orthotrichaceae,Arn.,bryophytes,Accepted,Orthotrichaceae,Arn.,-25.287967,-49.218714,2014-04-13,GBIF,PNFM,PNFM,PNFM,IRAI,1954,1
Bauhinia brevipes,Fabaceae,Bauhinia brevipes Vogel,Fabaceae,Bauhinia brevipes,Vogel,flowering plants,Accepted,Fabaceae,Vogel,-12.871667,-46.97,2009-06-29,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Pradosia longipedicellata,Sapotaceae,Pradosia longipedicellata Alves-Araújo & M.Alves,Sapotaceae,Pradosia longipedicellata,Alves-Araújo & M. Alves,flowering plants,No opinion,Sapotaceae,Alves-Araújo & M. Alves,-15.27,-39.05,2011-07-06,GBIF,S,S,S,VascularPlants,3570,1
NA,Cyperaceae,Cyperus,Cyperaceae,Cyperus,L.,flowering plants,Accepted,Cyperaceae,L.,NA,NA,1972-02-12,NY,NY,NY,NY,Herbarium,104,1
Faramea bracteata,Rubiaceae,Faramea bracteata Benth.,Rubiaceae,Faramea bracteata,Benth.,flowering plants,Accepted,Rubiaceae,Benth.,-11.2,-51.86666,1985-10-17,MO,MO,MO,MO,NA,280,1
Tabebuia insignis,Bignoniaceae,Tabebuia insignis (Miq.) Sandwith,Bignoniaceae,Tabebuia insignis,(Miq.) Sandwith,flowering plants,Accepted,Bignoniaceae,(Miq.) Sandwith,-12.85,-51.75,1968-09-15,GBIF,"Instituto de Botânica, IBT","Instituto de Botânica, IBT","Instituto de Botânica, IBT",SP,3012,1
Gouania trichodonta,Rhamnaceae,Gouania trichodonta Reissek,Rhamnaceae,Gouania trichodonta,Reissek,flowering plants,Accepted,Rhamnaceae,Reissek,-9.451667,-55.901111,2008-08-26,GBIF,UNEMAT,UNEMAT,UNEMAT,HERBAM,1849,1
Calliandra mucugeana,Fabaceae,Calliandra mucugeana Renvoize,Fabaceae,Calliandra mucugeana,Renvoize,flowering plants,Accepted,Fabaceae,Renvoize,-12.99944,-41.34833,2008-06-14,GBIF,MNHN,MNHN,MNHN,P,3541,1
Williamodendron spectabile,Lauraceae,Williamodendron spectabile Kubitzki & H.G.Richt.,Lauraceae,Williamodendron spectabile,Kubitzki & H.G. Richt.,flowering plants,Accepted,Lauraceae,Kubitzki & H.G. Richt.,-2.605889,-60.64,1989-07-12,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Annona leptopetala,Annonaceae,Annona leptopetala,Annonaceae,Annona leptopetala,(R.E. Fr.) H. Rainer,flowering plants,Accepted,Annonaceae,(R.E. Fr.) H. Rainer,-10.514194,-41.280861,2009-03-29,SpeciesLink,UNIVASF,UNIVASF,UNIVASF,HVASF,786,1
Vochysia thyrsoidea,Vochysiaceae,Vochysia thyrsoidea Pohl,Vochysiaceae,Vochysia thyrsoidea,Pohl,flowering plants,Accepted,Vochysiaceae,Pohl,-13.091389,-41.366667,2005-01-20,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
NA,Peraceae,Chaetocarpus Thwaites,Euphorbiaceae,Chaetocarpus,Thwaites,flowering plants,Accepted,Euphorbiaceae,Thwaites,-14.300278,-38.986111,2008-01-23,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Syngonanthus gracilis,ERIOCAULACEAE,Syngonanthus gracilis (Bong.) Ruhland,Eriocaulaceae,Syngonanthus gracilis,(Bong.) Ruhland,flowering plants,Accepted,Eriocaulaceae,(Bong.) Ruhland,-18.5316667,-43.4463889,2009-05-25,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
Couepia rufa,Chrysobalanaceae,Couepia rufa Ducke,Chrysobalanaceae,Couepia rufa,Ducke,flowering plants,Accepted,Chrysobalanaceae,Ducke,-13.95,-38.933333,2014-11-08,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
NA,Combretaceae,Combretum Loefl.,Combretaceae,Combretum,Loefl.,flowering plants,Accepted,Combretaceae,Loefl.,-7.833333,-40,1984-02-01,GBIF,Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),HTSA,2018,1
NA,Melastomataceae,Lavoisiera DC.,Melastomataceae,Lavoisiera,DC.,flowering plants,Accepted,Melastomataceae,DC.,-15.533333,-47.55,1993-02-25,GBIF,UnB,UnB,UnB,UB,3120,1
Dioscorea scabra,Dioscoreaceae,Dioscorea scabra Humb. & Bonpl. ex Willd.,Dioscoreaceae,Dioscorea scabra,Humb. & Bonpl. ex Willd.,flowering plants,Accepted,Dioscoreaceae,Humb. & Bonpl. ex Willd.,NA,NA,2008-08-23,GBIF,PUCRS,PUCRS,PUCRS,MPUC,1839,1
Erythrina verna,Fabaceae,Erythrina verna Vell.,Fabaceae,Erythrina verna,Vell.,flowering plants,Accepted,Fabaceae,Vell.,-10.8339,-52.8731,NA,GBIF,F,F,F,Botany,3567,1
Panicum aquaticum,Poaceae,Panicum aquaticum Poir.,Poaceae,Panicum aquaticum,Poir.,flowering plants,Accepted,Poaceae,Poir.,-22.922308,-47.169767,1938-12-18,GBIF,IAC,IAC,IAC,IAC,3493,1
NA,Velloziaceae,Vellozia Vand.,Velloziaceae,Vellozia,Vand.,flowering plants,Accepted,Velloziaceae,Vand.,-13.290556,-46.062778,2009-01-22,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
NA,Fabaceae,Senna Mill.,Fabaceae,Senna,Mill.,flowering plants,Accepted,Fabaceae,Mill.,-7.516667,-63.166667,1976-08-04,GBIF,"Universidade Estadual Paulista, UNESP","Universidade Estadual Paulista, UNESP","Universidade Estadual Paulista, UNESP",BOTU,2238,1
Secondatia densiflora,Apocynaceae,Secondatia densiflora A.DC.,Apocynaceae,Secondatia densiflora,A. DC.,flowering plants,Accepted,Apocynaceae,A. DC.,-13.616667,-41.833333,1988-11-23,GBIF,USP,USP,USP,SPF,3527,1
NA,Salicaceae,Xylosma G.Forst.,Salicaceae,Xylosma,G. Forst.,flowering plants,Accepted,Salicaceae,G. Forst.,-7.863889,-47.936111,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1
Pagamea guianensis,Rubiaceae,Pagamea guianensis Aubl.,Rubiaceae,Pagamea guianensis,Aubl.,flowering plants,Accepted,Rubiaceae,Aubl.,-13.554444,-39.040833,2000-02-23,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
NA,Myrtaceae,Myrtaceae,Myrtaceae,Myrtaceae,Juss.,flowering plants,Accepted,Myrtaceae,Juss.,-15.391667,-39.565278,2005-02-13,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Nematanthus tessmannii,Gesneriaceae,Nematanthus tessmannii (Hoehne) Chautems,Gesneriaceae,Nematanthus tessmannii,(Hoehne) Chautems,flowering plants,Accepted,Gesneriaceae,(Hoehne) Chautems,-28.518333,-49.321111,2014-06-09,GBIF,UNESC,UNESC,UNESC,CRI,2747,1
NA,Rubiaceae,Alibertia A.Rich. ex DC.,Rubiaceae,Alibertia,A. Rich. ex DC.,flowering plants,Accepted,Rubiaceae,A. Rich. ex DC.,-9.438611,-64.833333,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1
Spigelia pulchella,Loganiaceae,Spigelia pulchella Mart.,Loganiaceae,Spigelia pulchella,Mart.,flowering plants,Accepted,Loganiaceae,Mart.,-12.631667,-41.508056,2012-03-04,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Froelichia humboldtiana,Amaranthaceae,Froelichia humboldtiana Seub.,Amaranthaceae,Froelichia humboldtiana,Seub.,flowering plants,Accepted,Amaranthaceae,Seub.,-13.25,-43.416667,1968-02-12,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Vitex cymosa,Lamiaceae,Vitex cymosa Bert. ex Spreng.,Lamiaceae,Vitex cymosa,Bertero ex Spreng.,flowering plants,Accepted,Lamiaceae,Bertero ex Spreng.,-12.683333,-38.316667,1997-06-01,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Virola multinervia,Myristicaceae,Virola multinervia,Myristicaceae,Virola multinervia,Ducke,flowering plants,Accepted,Myristicaceae,Ducke,-1.833333,-59.483333,1986-01-01,SpeciesLink,INPA,INPA,INPA,INPA-Herbario,619,1
Cheiloclinium cognatum,Celastraceae,Cheiloclinium cognatum (Miers) A.C. Sm.,Celastraceae,Cheiloclinium cognatum,(Miers) A.C. Sm.,flowering plants,Accepted,Celastraceae,(Miers) A.C. Sm.,-15.1602778,-39.5361111,2000-01-14,MO,MO,MO,MO,NA,280,1
Peperomia simulans,Piperaceae,Peperomia simulans C.DC.,Piperaceae,Peperomia simulans,C. DC.,flowering plants,Accepted,Piperaceae,C. DC.,-7.37,-64.09583,NA,GBIF,G,G,G,Geneva Herbarium – General Collection (G),3547,1
Strychnos parvifolia,Loganiaceae,Strychnos parvifolia A.DC.,Loganiaceae,Strychnos parvifolia,A. DC.,flowering plants,Accepted,Loganiaceae,A. DC.,-4.57,-37.734444,2015-05-02,GBIF,"Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC",EAC,2420,1
